,Label,sentence
205,단말>STB(작동)이상,고객 요청사항 호 임의회 선 셋탑 전원안 들어옴 연락 후 회선단말특이사항 진단 결과 기타 추가 연락처
206,실시간 채널>수신 불량,고객 요청사항 수신 불셋 탑 정상이나 초록빛으로 뜨고 안 나 옴셋탑재 부팅 후 정상 회선단말특이사항 진단 결과 기타 추가 연락처
208,실시간 채널>수신 불량,고객 요청사항 지니 시청 불대만 안됨엔지니어 접수해 놓으라고 했다 함 방문 전 연락 요청회선 단말특이사항 코로나 이 상무진단 결과 기타 추가 연락처
209,실시간 채널>전환 지연,고객 요청사항 채널 전환 지연셋탑 점검 후 교체 요청 방문 전 연락요회선 단말특이사항 진단 결과 기타 추가 연락처
210,단말>리모컨작동불가>택배발송,고객 요청사항 리모컨 작동 불가 모든 버튼 사용 안됨 건전지 교체 이후 동일 주소 확인 무료배송 등록함회선 단말특이사항 진단 결과 기타 추가 연락처
211,실시간 채널>수신 불량,일시 대중 어머님 방 티비 안됨 화면에 업그레이드 합니다 오류만 떠서 사라지 지 않는다 심재부팅해도 안 됨
212,VOD/컨텐츠>네트워크 오류,리모컨 고장까지 같이 점검 요청 함 추가 일 오전 시시 방문 안내함 메뉴 실행 불가네트워크 오류 송출됨 호 안됨 링크 비 정상 확인됨
213,실시간 채널>수신 불량,코로나 이 상무재확인 필 고객 요청사항 티비시청 불모뎀 셋톱 재부팅해도 동일 현상 반복 방문 점검 요청회선 단말특이사항 진단 결과 정상기 타 추가 연락처
214,실시간 채널>수신 불량,고객 요청사항 수신불회선 단말특이사항 진단 결과 정상기 타 추가 연락처
215,단말>STB(작동)이상,호 임의회 선 고객 요청사항 세탑 작동 이상회선 단말특이사항 진단 결과 기타 추가 연락처
216,실시간 채널>네트워크 오류,코로나 이 상무 재확인 필 고객 요청사항 시청 불네트워크 오류 전체리셋 안내회선 단말특이사항 진단 결과 모뎀 정상기 타 추가 연락처인
217,실시간 채널>화질 이상,고객 요청사항 수신 중 화면 고정 셋탑리셋 동일회선 단말특이사항 진단 결과 기타 추가 연락처
218,실시간 채널>수신 불량,고객 요청사항 수신불임의회선 접수 바코드 확인 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
219,실시간 채널>수신 불량,고객 요청사항 시청 불 음성안 나온다고 하고 기가 지니 리셋 후 안됨회선 단말특이사항 진단 결과 기타 추가 연락처
220,단말>리모컨작동불가>현장출동,코로나 이 상무 고객 요청사항 얼마 전 리모컨 분실하여 새로 구매했는데 택배로 받으심 통합설정 안 먹는다 하심 설정방법대로 확인 후 해봐도 동일하다 함 수동방법 동일 방문점검요 배정시 미리 연후방 회선 단말특이사항 대우기 타 추가 연락처
221,실시간 채널>음성 이상,일 시시음성이상 화면 정상 음성 안 나 옴재부팅해 봤다 심
222,실시간 채널>수신 불량,일시 시청불
223,실시간 채널>수신 불량,고객 요청사항 수신 불 주소 확인 회선 단말특이사항 진단 결과 기타 추가 연락처
224,단말>STB(작동)이상,김현철 채팅 셋탑 작동 이상 고장 접수 함 고객 요청사항 댁내 셋탑 대가 모두 저절로 꺼졌다 켜졌다 한다고 함셋탑에 자동 전원 설정은 안 되어 있다고 함연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
225,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 코로나 이 상무재확인 필 모니터 재 설치 후 수신 불 연락 후 빠른 방문요회선 단말특이사항 진단 결과 정상기 타 추가 연락처
226,실시간 채널>네트워크 오류,독촉 영업장 빠른 방문 요청 고객 요청사항 네트워크 오류도 접속 불회선 단말특이사항 진단 결과 비정상 기 타 추가 연락처
227,실시간 채널>네트워크 오류,코로나 이 상무 고객 요청사항 대 모두 인터넷 연결 오유뜸 신호비 정상회선 단말특이사항 진단 결과 기타 추가 연락처
228,실시간 채널>수신 불량,코로나 이 상무재확인필 고객 요청사항 티비 수신불 회선 단말특이사항 두대 다 수신불 리셋 후에도 수신 불 진단 결과 정상 신호 기 타 추가 연락처
231,실시간 채널>수신 불량,코로나 이 상무 고객 요청사항 안내실 임의회 선 수신 불 인 입 회선단말특이사항 진단 결과 기타 추가 연락처
232,실시간 채널>수신 불량,수신 불 안방 안됨 이병인 직원 보내지 마라고함
233,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수로딩 증 상태로 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
234,실시간 채널>수신 불량,임 의회 선 고객 요청사항 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
235,단말>리모컨작동불가>현장출동,고객 요청사항 최대한 늦게 방문 요청 리모컨 작동 불 전원 깜빡거리면서 소리 난다며 교체 요청연 후방 회선 단말특이사항 진단 결과 기타 추가 연락처
236,실시간 채널>수신 불량,고객 요청사항 수신 불 회선 단말특이사항 진단 결과 기 타 추가 연락처 연 후방
237,실시간 채널>음성 이상,고객 요청사항 수신 중 음성이상 장비리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
238,실시간 채널>수신 불량,최대한 빠른 점검요일 시신호 미약 오류뜨면서 시청불
239,실시간 채널>전환 지연,고객 요청사항 리모컨 전환 지연회선 단말특이사항 진단 결과 기타 추가 연락처
240,단말>리모컨작동불가>현장출동,시기가 지니 리모컨 일부 버튼 작동 불 재부팅해도 안 됨
242,실시간 채널>화질 이상,고객 요청사항 시청 중 끊김회선 단말특이사항 호임의 진단 결과 기타 추가 연락처
243,실시간 채널>수신 불량,급취소나 연기건 있음 앞당겨 요청 코로나 이 상무 고객 요청사항 대중대안방수신 불량 최대한 빠른 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처연
244,단말>STB(작동)이상,코로나 이 상무 재확인 필 고객 요청사항 빠른 방문 요청 볼륨 이상 방문 점검 요회선 단말특이사항 진단 결과 기타 추가 연락처
245,AS접수/변경>임대단말 분실/파손,원리모콘 파손 등록 리모컨
246,실시간 채널>수신 불량,독촉 취소 건이나 연기건 있으면 빠른 방문 요청 코로나 이 상무 고객 요청사항 스트링에 러시청 불 포트리셋재부팅 회선단말특이사항 진단 결과 네오스망 구성도 모뎀 정상기 타 추가 연락처
247,시설관리>기타 KT시설(상세메모기입),서비스 번호가입자 명 문경아 연락처 인터넷 복 명 확인됨 빠른 개통 희망
248,실시간 채널>수신 불량,고객 요청사항 수신불임의 연후방 엔지니어 배정 즉시 연락 요청회선 단말특이사항 진단 결과 기타 추가 연락처
249,실시간 채널>수신 불량,고객 요청사항 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
250,실시간 채널>전환 지연,고객 요청사항 채널 전환 지연 티비 켤 때도 늦게 켜진다며 방문 시 전체적 점검 요청 방문했던 엔지니어 말고 다른 엔지니어 방문 요청회 선 단말특이사항 진단 결과 기타 추가 연락처
251,실시간 채널>수신 불량,고객 요청사항 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
252,실시간 채널>네트워크 오류,일시 수신불인터넷 연결오류 메세지
253,단말>STB(작동)이상,차현재 셋탑 자동 이상 셋 탑 전원 적색불수동으로 해도 동일함 셋탑 음성인식도 안됨 고객 요청사항리셋 접수 수신 불리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
255,실시간 채널>수신 불량,일시 시청 불셋 탑재 부팅해 봄
256,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 방수신불리셋 회선 단말특이사항 진단 결과 기타 추가 연락처
257,단말>리모컨작동불가>M&S내방안내,리모컨 작동 불채널 아래 방향 버튼 작동 불재부팅 안내함 외부 신고 교체 요청 플라자 내방 가능하다 심으로 문자 전송함 페어링 통합설정 문자전송함 대리인으로 안내안함
258,실시간 채널>수신 불량,고객 요청사항 시청 불 번 전화하라고 나옴회선 단말특이사항 진단 결과 기타 추가 연락처
259,단말>STB(작동)이상,넥플릭스 안됨 외부 신고함 보류 셋 탑재 부팅 안내
261,실시간 채널>화질 이상,고객 요청사항 화면 안 나오고 소리만 들림 장비 쟁 부팅해도 동일 회선 단말특이사항 진단 결과 기타 추가 연락처
262,실시간 채널>수신 불량,독촉 영업장 최대한 빠른 방문 요청 고객 요청사항 티비 수신불 대만 발생 한 채널만 지속 나오며 다른 채널 시청 안됨 셋탑 재부팅 해도 동일 고장 접수 회선단말특이사항 진단 결과 기타 추가 연락처
263,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항 리셋 접수 시간 전후 리콜 안내화면 안나옴 소리만 들림회선 단말특이사항 진단 결과 기타 추가 연락처
264,실시간 채널>네트워크 오류,코로나 이 상무 재확인 필 고객 요청사항 티비 됐다 안됐다 반복 인터넷 접불회선 단말특이사항 진단 결과 정상기 타 추가 연락처
265,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 시간 전후 안내수신불로딩 중 회선 단말특이사항 진단 결과 기타 추가 연락처
266,단말>음성인식이상(기가지니),코로나 이 상무 고객 요청사항기가 지니대답 없고 부리지 않아도 혼자 말한 다함 김인재 기사 방문제 외 요청 길범수기 사 요청회선 단말특이사항 진단 결과 기타 추가 연락처
267,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 수신불회선 단말특이사항 진단 결과 기타 추가 연락처
268,실시간 채널>음성 이상,고객 요청사항 음성안나옴 화면은 정상회선 단말특이사항 진단 결과 기타 추가 연락처
269,단말>STB(작동)이상,오후 전원안 들어 옴 전원 선 재연결 확인함
270,AS접수/변경>장비리셋 후 재사용 요청,고객 요청사항리셋 접수 거실 수신 불 회선 단말특이사항 진단 결과 기타 추가 연락처
271,실시간 채널>수신 불량,고객 요청사항 호수신불회선 단말특이사항 임의 코로나 이상무 진단 결과 기타 추가 연락처 인
272,실시간 채널>수신 불량,고객 요청사항 수신불 정상자 제분 대리신고 회선단말특이사항 진단 결과 기타 추가 연락처
273,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 구매 후 재설치 요청 위치 이동 외부 신고 연락 후 방문회선 단말특이사항 진단 결과 기타 추가 연락처
274,"고객원인>부주의, ID/PW 분실 등",고객 요청사항 수신 불티비 교체 후 재연결 했는데 안 되신다고 하심 위치 이동회선 단말특이사항 진단 결과 기타 추가 연락처
275,실시간 채널>수신 불량,접수 보류 셋탑 리셋 안내
276,실시간 채널>수신 불량,독촉 빠른 방문 요청 고객 요청사항 수신 불 진단 비정상 회선단말특이사항 진단 결과 기타 추가 연락처
277,실시간 채널>수신 불량,고객 요청사항 호수신불 방문 전 연락요회선 단말특이사항 진단 결과 기타 추가 연락처
278,단말>STB(작동)이상,고객 요청사항 셋탑 전원 회선단말특이사항 진단 결과 기타 추가 연락처
279,실시간 채널>화질 이상,코로나무 고객 요청사항 시청도중 수 시 끊김 케이블 불량 같다고 교체 원함 회선 단말 특이사항 장비나 케이블 문제면 교체 원함 진단 결과 기타 추가 연락처
